                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.17526,                    0.7,                      1,                0.56443,             0.00029931,             0.00029931,             0.00029931
                     90,                0.17407,                    0.7,                      1,                0.55999,              0.0002946,              0.0002946,              0.0002946
                     91,                0.20221,                    0.7,                      1,                0.55999,             0.00028988,             0.00028988,             0.00028988
                     92,                0.20364,                    0.8,                      1,                 0.5554,             0.00028517,             0.00028517,             0.00028517
                     93,                0.22009,                    0.8,                      1,                 0.5554,             0.00028046,             0.00028046,             0.00028046
                     94,                 0.2183,                    0.8,                      1,                0.55801,             0.00027575,             0.00027575,             0.00027575
                     95,                0.13985,                    0.8,                      1,                0.55801,             0.00027103,             0.00027103,             0.00027103
                     96,                0.10998,                    0.8,                      1,                0.56695,             0.00026632,             0.00026632,             0.00026632
                     97,                0.17919,                    0.8,                      1,                0.56695,             0.00026161,             0.00026161,             0.00026161
                     98,                0.20197,                    0.8,                      1,                0.55698,              0.0002569,              0.0002569,              0.0002569
                     99,                0.26605,                    0.8,                      1,                0.55698,             0.00025218,             0.00025218,             0.00025218
                    100,                  0.308,                    0.7,                      1,                0.54911,             0.00024747,             0.00024747,             0.00024747
                    101,                0.15409,                    0.7,                      1,                0.54911,             0.00024276,             0.00024276,             0.00024276
                    102,                0.11095,                    0.8,                      1,                 0.5277,             0.00023805,             0.00023805,             0.00023805
                    103,                0.15867,                    0.8,                      1,                 0.5277,             0.00023334,             0.00023334,             0.00023334
                    104,                0.20809,                    0.8,                      1,                0.52273,             0.00022862,             0.00022862,             0.00022862
                    105,                0.13673,                    0.8,                      1,                0.52273,             0.00022391,             0.00022391,             0.00022391
                    106,                   0.17,                    0.9,                      1,                0.50598,              0.0002192,              0.0002192,              0.0002192
                    107,                0.20543,                    0.9,                      1,                0.50598,             0.00021449,             0.00021449,             0.00021449
                    108,                 0.2874,                    0.8,                      1,                0.49366,             0.00020977,             0.00020977,             0.00020977
                    109,                0.12094,                    0.8,                      1,                0.49366,             0.00020506,             0.00020506,             0.00020506
                    110,                 0.2711,                    0.8,                      1,                0.48641,             0.00020035,             0.00020035,             0.00020035
                    111,                0.10441,                    0.8,                      1,                0.48641,             0.00019564,             0.00019564,             0.00019564
                    112,                0.12342,                    0.8,                      1,                0.49557,             0.00019092,             0.00019092,             0.00019092
                    113,                0.09739,                    0.8,                      1,                0.49557,             0.00018621,             0.00018621,             0.00018621
                    114,                0.18903,                    0.9,                      1,                0.51853,              0.0001815,              0.0001815,              0.0001815
                    115,                0.10827,                    0.9,                      1,                0.51853,             0.00017679,             0.00017679,             0.00017679
                    116,                0.12642,                    0.9,                      1,                0.52836,             0.00017207,             0.00017207,             0.00017207
                    117,                 0.1062,                    0.9,                      1,                0.52836,             0.00016736,             0.00016736,             0.00016736
                    118,                0.12647,                    0.9,                      1,                0.53649,             0.00016265,             0.00016265,             0.00016265
                    119,                0.09627,                    0.9,                      1,                0.53649,             0.00015794,             0.00015794,             0.00015794
                    120,                0.12288,                    0.9,                      1,                 0.5318,             0.00015322,             0.00015322,             0.00015322
                    121,                 0.2135,                    0.9,                      1,                 0.5318,             0.00014851,             0.00014851,             0.00014851
                    122,                0.16111,                    0.8,                      1,                0.51958,              0.0001438,              0.0001438,              0.0001438
                    123,                0.11222,                    0.8,                      1,                0.51958,             0.00013909,             0.00013909,             0.00013909
                    124,                0.26054,                    0.8,                      1,                0.52576,             0.00013437,             0.00013437,             0.00013437
                    125,                0.06285,                    0.8,                      1,                0.52576,             0.00012966,             0.00012966,             0.00012966
                    126,                0.11001,                    0.8,                      1,                0.52024,             0.00012495,             0.00012495,             0.00012495
                    127,                0.11913,                    0.8,                      1,                0.52024,             0.00012024,             0.00012024,             0.00012024
                    128,                0.12475,                    0.8,                      1,                0.51426,             0.00011553,             0.00011553,             0.00011553
                    129,                0.42833,                    0.8,                      1,                0.51426,             0.00011081,             0.00011081,             0.00011081
                    130,                 0.1935,                    0.8,                      1,                0.51948,              0.0001061,              0.0001061,              0.0001061
                    131,                 0.2388,                    0.8,                      1,                0.51948,             0.00010139,             0.00010139,             0.00010139
                    132,                0.11664,                    0.8,                      1,                0.50723,             9.6676e-05,             9.6676e-05,             9.6676e-05
                    133,                0.13652,                    0.8,                      1,                0.50723,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    134,                0.17065,                    0.8,                      1,                0.50919,             8.7251e-05,             8.7251e-05,             8.7251e-05
                    135,                0.09027,                    0.8,                      1,                0.50919,             8.2538e-05,             8.2538e-05,             8.2538e-05
                    136,                0.15529,                    0.8,                      1,                  0.512,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    137,                0.07238,                    0.8,                      1,                  0.512,             7.3114e-05,             7.3114e-05,             7.3114e-05
                    138,                0.04773,                    0.8,                      1,                0.51591,             6.8401e-05,             6.8401e-05,             6.8401e-05
                    139,                0.13835,                    0.8,                      1,                0.51591,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    140,                0.08901,                    0.8,                      1,                0.52085,             5.8976e-05,             5.8976e-05,             5.8976e-05
                    141,                0.05214,                    0.8,                      1,                0.52085,             5.4264e-05,             5.4264e-05,             5.4264e-05
                    142,                0.08773,                    0.8,                      1,                0.51897,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    143,                0.11996,                    0.8,                      1,                0.51897,             4.4839e-05,             4.4839e-05,             4.4839e-05
                    144,                0.11165,                    0.8,                      1,                0.52327,             4.0127e-05,             4.0127e-05,             4.0127e-05
                    145,                0.07189,                    0.8,                      1,                0.52327,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    146,                 0.1041,                    0.8,                      1,                0.52352,             3.0702e-05,             3.0702e-05,             3.0702e-05
                    147,                0.07485,                    0.8,                      1,                0.52352,              2.599e-05,              2.599e-05,              2.599e-05
                    148,                0.06966,                    0.8,                      1,                0.52153,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    149,                 0.1624,                    0.8,                      1,                0.52153,             1.6565e-05,             1.6565e-05,             1.6565e-05
                    150,                  0.089,                    0.8,                      1,                0.51613,             1.1852e-05,             1.1852e-05,             1.1852e-05
