                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.26803,                0.99497,                      1,                0.33495,             0.00023174,             0.00023174,             0.00023174
                      2,                0.04485,                0.99497,                      1,                0.31851,             0.00046664,             0.00046664,             0.00046664
                      3,                0.06097,                0.99497,                      1,                 0.3181,             0.00069839,             0.00069839,             0.00069839
                      4,                0.04457,                0.99497,                      1,                0.33846,             0.00069986,             0.00069986,             0.00069986
                      5,                0.03738,                0.99497,                      1,                0.32163,             0.00069515,             0.00069515,             0.00069515
                      6,                0.04849,                0.99497,                      1,                0.32156,             0.00069044,             0.00069044,             0.00069044
                      7,                0.03717,                0.99497,                      1,                0.31899,             0.00068573,             0.00068573,             0.00068573
                      8,                0.05016,                0.99497,                      1,                0.31803,             0.00068101,             0.00068101,             0.00068101
                      9,                0.04723,                0.99497,                      1,                0.31911,              0.0006763,              0.0006763,              0.0006763
                     10,                0.05108,                0.99497,                      1,                0.31882,             0.00067159,             0.00067159,             0.00067159
                     11,                0.03607,                0.99497,                      1,                0.32016,             0.00066688,             0.00066688,             0.00066688
                     12,                0.04387,                0.99497,                      1,                0.31861,             0.00066216,             0.00066216,             0.00066216
                     13,                0.03932,                0.99497,                      1,                0.33247,             0.00065745,             0.00065745,             0.00065745
                     14,                0.04321,                0.99497,                      1,                0.32382,             0.00065274,             0.00065274,             0.00065274
                     15,                 0.0412,                0.99497,                      1,                0.32168,             0.00064803,             0.00064803,             0.00064803
                     16,                 0.0416,                0.99497,                      1,                0.32462,             0.00064331,             0.00064331,             0.00064331
                     17,                0.05025,                0.99497,                      1,                 0.3219,              0.0006386,              0.0006386,              0.0006386
                     18,                0.04241,                0.99497,                      1,                0.31999,             0.00063389,             0.00063389,             0.00063389
                     19,                0.04893,                0.99497,                      1,                0.32047,             0.00062918,             0.00062918,             0.00062918
                     20,                0.03599,                0.99497,                      1,                0.32302,             0.00062446,             0.00062446,             0.00062446
                     21,                0.05839,                0.99497,                      1,                 0.3192,             0.00061975,             0.00061975,             0.00061975
                     22,                 0.0375,                0.99497,                      1,                0.32395,             0.00061504,             0.00061504,             0.00061504
                     23,                0.03725,                0.99497,                      1,                0.32385,             0.00061033,             0.00061033,             0.00061033
                     24,                0.03422,                0.99497,                      1,                0.32068,             0.00060561,             0.00060561,             0.00060561
                     25,                0.04917,                0.99497,                      1,                0.31869,              0.0006009,              0.0006009,              0.0006009
                     26,                0.03494,                0.99497,                      1,                0.31884,             0.00059619,             0.00059619,             0.00059619
                     27,                0.03824,                0.99497,                      1,                0.31945,             0.00059148,             0.00059148,             0.00059148
                     28,                0.03384,                0.99497,                      1,                0.32078,             0.00058677,             0.00058677,             0.00058677
