                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                0.01521,                0.99505,                      1,                0.31977,             0.00040298,             0.00040298,             0.00040298
                     68,                0.01559,                0.99505,                      1,                0.31924,             0.00039827,             0.00039827,             0.00039827
                     69,                0.02857,                0.99505,                      1,                0.31841,             0.00039356,             0.00039356,             0.00039356
                     70,                0.00699,                0.99505,                      1,                0.32023,             0.00038884,             0.00038884,             0.00038884
                     71,                0.01557,                0.99505,                      1,                0.31973,             0.00038413,             0.00038413,             0.00038413
                     72,                0.00692,                0.99505,                      1,                0.32161,             0.00037942,             0.00037942,             0.00037942
                     73,                0.01237,                0.99505,                      1,                0.32101,             0.00037471,             0.00037471,             0.00037471
                     74,                0.01045,                0.99505,                      1,                0.31911,             0.00036999,             0.00036999,             0.00036999
                     75,                0.00919,                0.99505,                      1,                0.31977,             0.00036528,             0.00036528,             0.00036528
                     76,                0.02444,                0.99505,                      1,                0.31925,             0.00036057,             0.00036057,             0.00036057
                     77,                0.02342,                0.99505,                      1,                0.32081,             0.00035586,             0.00035586,             0.00035586
                     78,                0.02954,                0.99505,                      1,                0.32753,             0.00035115,             0.00035115,             0.00035115
                     79,                0.02486,                0.99505,                      1,                0.31798,             0.00034643,             0.00034643,             0.00034643
                     80,                0.02437,                0.99505,                      1,                0.31826,             0.00034172,             0.00034172,             0.00034172
                     81,                0.02112,                0.99505,                      1,                0.32088,             0.00033701,             0.00033701,             0.00033701
                     82,                0.01659,                0.99505,                      1,                0.33016,              0.0003323,              0.0003323,              0.0003323
                     83,                0.03057,                0.99505,                      1,                0.33102,             0.00032758,             0.00032758,             0.00032758
                     84,                0.01121,                0.99505,                      1,                0.31895,             0.00032287,             0.00032287,             0.00032287
                     85,                0.00572,                0.99505,                      1,                0.31859,             0.00031816,             0.00031816,             0.00031816
                     86,                0.02698,                0.99505,                      1,                 0.3188,             0.00031345,             0.00031345,             0.00031345
                     87,                0.01246,                0.99505,                      1,                 0.3181,             0.00030873,             0.00030873,             0.00030873
                     88,                0.01701,                0.99505,                      1,                0.31801,             0.00030402,             0.00030402,             0.00030402
                     89,                0.00904,                0.99505,                      1,                0.31799,             0.00029931,             0.00029931,             0.00029931
                     90,                0.01629,                0.99505,                      1,                0.31821,              0.0002946,              0.0002946,              0.0002946
