                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.47893,                  0.875,                      1,                0.51972,             0.00033177,             0.00033177,             0.00033177
                     30,                0.32716,                  0.875,                      1,                 0.5251,             0.00034063,             0.00034063,             0.00034063
                     31,                0.26479,                  0.875,                      1,                 0.5251,              0.0003493,              0.0003493,              0.0003493
                     32,                0.23529,                  0.875,                      1,                 0.5251,             0.00035779,             0.00035779,             0.00035779
                     33,                0.37456,                  0.875,                      1,                0.50571,             0.00036608,             0.00036608,             0.00036608
                     34,                0.37107,                  0.875,                      1,                0.50571,             0.00037419,             0.00037419,             0.00037419
                     35,                0.31868,                  0.875,                      1,                0.49953,             0.00038211,             0.00038211,             0.00038211
                     36,                 0.4141,                  0.875,                      1,                0.50048,             0.00038984,             0.00038984,             0.00038984
                     37,                0.40454,                  0.875,                      1,                0.50048,             0.00039738,             0.00039738,             0.00039738
                     38,                0.26473,                  0.875,                      1,                0.50597,             0.00040473,             0.00040473,             0.00040473
                     39,                0.30718,                  0.875,                      1,                0.52158,              0.0004119,              0.0004119,              0.0004119
                     40,                0.33557,                  0.875,                      1,                0.52158,             0.00041887,             0.00041887,             0.00041887
                     41,                0.36172,                  0.875,                      1,                 0.5225,             0.00042566,             0.00042566,             0.00042566
                     42,                0.28799,                  0.875,                      1,                0.51963,             0.00043226,             0.00043226,             0.00043226
                     43,                0.24843,                  0.875,                      1,                0.51963,             0.00043867,             0.00043867,             0.00043867
                     44,                0.26611,                  0.875,                      1,                0.51555,             0.00044489,             0.00044489,             0.00044489
                     45,                0.25049,                  0.875,                      1,                0.51555,             0.00045092,             0.00045092,             0.00045092
                     46,                0.43811,                  0.875,                      1,                0.55568,             0.00045677,             0.00045677,             0.00045677
                     47,                0.40489,                  0.875,                      1,                0.55568,             0.00046242,             0.00046242,             0.00046242
                     48,                0.37738,                  0.875,                      1,                0.57082,             0.00046789,             0.00046789,             0.00046789
                     49,                0.41747,                  0.875,                      1,                0.57082,             0.00047317,             0.00047317,             0.00047317
                     50,                0.27669,                  0.875,                      1,                 0.5144,             0.00047826,             0.00047826,             0.00047826
                     51,                0.31518,                  0.875,                      1,                 0.5144,             0.00047838,             0.00047838,             0.00047838
                     52,                0.22298,                  0.875,                      1,                0.47886,             0.00047367,             0.00047367,             0.00047367
                     53,                0.34129,                  0.875,                      1,                0.47886,             0.00046896,             0.00046896,             0.00046896
                     54,                0.28391,                  0.875,                      1,                0.47722,             0.00046424,             0.00046424,             0.00046424
                     55,                0.32535,                  0.875,                      1,                0.47722,             0.00045953,             0.00045953,             0.00045953
                     56,                 0.2809,                  0.875,                      1,                0.49197,             0.00045482,             0.00045482,             0.00045482
                     57,                0.21586,                  0.875,                      1,                0.49197,             0.00045011,             0.00045011,             0.00045011
                     58,                0.28788,                  0.875,                      1,                0.50942,             0.00044539,             0.00044539,             0.00044539
                     59,                0.29498,                  0.875,                      1,                0.50942,             0.00044068,             0.00044068,             0.00044068
                     60,                0.62035,                  0.875,                      1,                0.52197,             0.00043597,             0.00043597,             0.00043597
                     61,                 0.3412,                  0.875,                      1,                0.52197,             0.00043126,             0.00043126,             0.00043126
                     62,                0.27632,                  0.625,                      1,                0.54217,             0.00042654,             0.00042654,             0.00042654
                     63,                0.32129,                  0.625,                      1,                0.54217,             0.00042183,             0.00042183,             0.00042183
                     64,                  0.286,                   0.75,                      1,                 0.5359,             0.00041712,             0.00041712,             0.00041712
                     65,                0.27706,                   0.75,                      1,                 0.5359,             0.00041241,             0.00041241,             0.00041241
                     66,                0.44989,                  0.875,                      1,                0.53882,             0.00040769,             0.00040769,             0.00040769
                     67,                0.40281,                  0.875,                      1,                0.53882,             0.00040298,             0.00040298,             0.00040298
                     68,                0.28636,                   0.75,                      1,                0.58799,             0.00039827,             0.00039827,             0.00039827
                     69,                0.30008,                   0.75,                      1,                0.58799,             0.00039356,             0.00039356,             0.00039356
                     70,                0.20633,                  0.625,                      1,                 0.6119,             0.00038884,             0.00038884,             0.00038884
                     71,                0.24173,                  0.625,                      1,                 0.6119,             0.00038413,             0.00038413,             0.00038413
                     72,                0.24171,                  0.625,                      1,                0.58762,             0.00037942,             0.00037942,             0.00037942
                     73,                0.46683,                  0.625,                      1,                0.58762,             0.00037471,             0.00037471,             0.00037471
                     74,                0.31484,                  0.875,                      1,                0.54817,             0.00036999,             0.00036999,             0.00036999
                     75,                0.26298,                  0.875,                      1,                0.54817,             0.00036528,             0.00036528,             0.00036528
                     76,                0.25781,                  0.875,                      1,                0.51683,             0.00036057,             0.00036057,             0.00036057
                     77,                0.27956,                  0.875,                      1,                0.51683,             0.00035586,             0.00035586,             0.00035586
                     78,                0.32409,                  0.625,                      1,                0.53337,             0.00035115,             0.00035115,             0.00035115
                     79,                0.31738,                  0.625,                      1,                0.53337,             0.00034643,             0.00034643,             0.00034643
                     80,                0.19094,                   0.75,                      1,                0.56756,             0.00034172,             0.00034172,             0.00034172
                     81,                0.26798,                   0.75,                      1,                0.56756,             0.00033701,             0.00033701,             0.00033701
                     82,                0.20729,                   0.75,                      1,                0.56421,              0.0003323,              0.0003323,              0.0003323
                     83,                0.28992,                   0.75,                      1,                0.56421,             0.00032758,             0.00032758,             0.00032758
                     84,                0.17974,                  0.625,                      1,                 0.5385,             0.00032287,             0.00032287,             0.00032287
                     85,                0.25952,                  0.625,                      1,                 0.5385,             0.00031816,             0.00031816,             0.00031816
                     86,                0.60355,                   0.75,                      1,                0.50995,             0.00031345,             0.00031345,             0.00031345
                     87,                0.26325,                   0.75,                      1,                0.50995,             0.00030873,             0.00030873,             0.00030873
                     88,                 0.3019,                  0.875,                      1,                0.48117,             0.00030402,             0.00030402,             0.00030402
                     89,                 0.1421,                  0.875,                      1,                0.48117,             0.00029931,             0.00029931,             0.00029931
                     90,                0.39497,                  0.875,                      1,                0.46315,              0.0002946,              0.0002946,              0.0002946
                     91,                0.59272,                  0.875,                      1,                0.46315,             0.00028988,             0.00028988,             0.00028988
                     92,                    0.2,                  0.875,                      1,                0.46287,             0.00028517,             0.00028517,             0.00028517
                     93,                 0.2129,                  0.875,                      1,                0.46287,             0.00028046,             0.00028046,             0.00028046
                     94,                0.23435,                  0.875,                      1,                0.48104,             0.00027575,             0.00027575,             0.00027575
                     95,                0.22798,                  0.875,                      1,                0.48104,             0.00027103,             0.00027103,             0.00027103
                     96,                0.34341,                  0.875,                      1,                0.50665,             0.00026632,             0.00026632,             0.00026632
                     97,                0.22854,                  0.875,                      1,                0.50665,             0.00026161,             0.00026161,             0.00026161
                     98,                0.17177,                  0.875,                      1,                0.51577,              0.0002569,              0.0002569,              0.0002569
                     99,                0.21978,                  0.875,                      1,                0.51577,             0.00025218,             0.00025218,             0.00025218
                    100,                 0.2734,                   0.75,                      1,                0.52444,             0.00024747,             0.00024747,             0.00024747
                    101,                0.28206,                   0.75,                      1,                0.52444,             0.00024276,             0.00024276,             0.00024276
                    102,                0.17302,                  0.625,                      1,                 0.5279,             0.00023805,             0.00023805,             0.00023805
                    103,                0.29928,                  0.625,                      1,                 0.5279,             0.00023334,             0.00023334,             0.00023334
                    104,                0.22632,                   0.75,                      1,                0.52772,             0.00022862,             0.00022862,             0.00022862
                    105,                 0.1718,                   0.75,                      1,                0.52772,             0.00022391,             0.00022391,             0.00022391
                    106,                0.33032,                  0.625,                      1,                0.51671,              0.0002192,              0.0002192,              0.0002192
                    107,                0.19848,                  0.625,                      1,                0.51671,             0.00021449,             0.00021449,             0.00021449
                    108,                0.34179,                  0.625,                      1,                0.49919,             0.00020977,             0.00020977,             0.00020977
                    109,                0.13431,                  0.625,                      1,                0.49919,             0.00020506,             0.00020506,             0.00020506
                    110,                0.12981,                  0.875,                      1,                 0.4853,             0.00020035,             0.00020035,             0.00020035
                    111,                0.20307,                  0.875,                      1,                 0.4853,             0.00019564,             0.00019564,             0.00019564
                    112,                0.23098,                  0.875,                      1,                0.47642,             0.00019092,             0.00019092,             0.00019092
                    113,                0.44647,                  0.875,                      1,                0.47642,             0.00018621,             0.00018621,             0.00018621
                    114,                0.30026,                  0.625,                      1,                 0.4952,              0.0001815,              0.0001815,              0.0001815
                    115,                0.18757,                  0.625,                      1,                 0.4952,             0.00017679,             0.00017679,             0.00017679
                    116,                0.23227,                   0.75,                      1,                0.50663,             0.00017207,             0.00017207,             0.00017207
                    117,                0.21884,                   0.75,                      1,                0.50663,             0.00016736,             0.00016736,             0.00016736
                    118,                 0.2502,                   0.75,                      1,                0.51834,             0.00016265,             0.00016265,             0.00016265
                    119,                0.21636,                   0.75,                      1,                0.51834,             0.00015794,             0.00015794,             0.00015794
                    120,                0.28747,                   0.75,                      1,                0.52586,             0.00015322,             0.00015322,             0.00015322
                    121,                0.38399,                   0.75,                      1,                0.52586,             0.00014851,             0.00014851,             0.00014851
                    122,                0.26031,                   0.75,                      1,                0.51786,              0.0001438,              0.0001438,              0.0001438
                    123,                0.31377,                   0.75,                      1,                0.51786,             0.00013909,             0.00013909,             0.00013909
                    124,                0.26373,                   0.75,                      1,                0.51082,             0.00013437,             0.00013437,             0.00013437
                    125,                0.17044,                   0.75,                      1,                0.51082,             0.00012966,             0.00012966,             0.00012966
                    126,                0.20975,                   0.75,                      1,                0.50546,             0.00012495,             0.00012495,             0.00012495
                    127,                0.20908,                   0.75,                      1,                0.50546,             0.00012024,             0.00012024,             0.00012024
                    128,                0.30003,                  0.625,                      1,                0.50118,             0.00011553,             0.00011553,             0.00011553
                    129,                0.14603,                  0.625,                      1,                0.50118,             0.00011081,             0.00011081,             0.00011081
                    130,                0.14792,                  0.625,                      1,                0.48945,              0.0001061,              0.0001061,              0.0001061
                    131,                 0.1835,                  0.625,                      1,                0.48945,             0.00010139,             0.00010139,             0.00010139
                    132,                0.26349,                   0.75,                      1,                0.48346,             9.6676e-05,             9.6676e-05,             9.6676e-05
                    133,                  0.163,                   0.75,                      1,                0.48346,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    134,                0.21684,                  0.875,                      1,                0.47767,             8.7251e-05,             8.7251e-05,             8.7251e-05
                    135,                0.15132,                  0.875,                      1,                0.47767,             8.2538e-05,             8.2538e-05,             8.2538e-05
                    136,                0.17991,                  0.875,                      1,                0.47484,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    137,                0.16934,                  0.875,                      1,                0.47484,             7.3114e-05,             7.3114e-05,             7.3114e-05
                    138,                0.29002,                  0.875,                      1,                0.47705,             6.8401e-05,             6.8401e-05,             6.8401e-05
                    139,                0.19265,                  0.875,                      1,                0.47705,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    140,                 0.1734,                  0.875,                      1,                0.47505,             5.8976e-05,             5.8976e-05,             5.8976e-05
                    141,                0.16409,                  0.875,                      1,                0.47505,             5.4264e-05,             5.4264e-05,             5.4264e-05
                    142,                0.19285,                  0.875,                      1,                0.47488,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    143,                 0.2892,                  0.875,                      1,                0.47488,             4.4839e-05,             4.4839e-05,             4.4839e-05
                    144,                0.19883,                  0.875,                      1,                0.47304,             4.0127e-05,             4.0127e-05,             4.0127e-05
                    145,                0.20743,                  0.875,                      1,                0.47304,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    146,                0.17753,                  0.875,                      1,                0.47772,             3.0702e-05,             3.0702e-05,             3.0702e-05
                    147,                0.19177,                  0.875,                      1,                0.47772,              2.599e-05,              2.599e-05,              2.599e-05
                    148,                0.16465,                  0.875,                      1,                 0.4796,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    149,                0.19181,                  0.875,                      1,                 0.4796,             1.6565e-05,             1.6565e-05,             1.6565e-05
                    150,                0.28162,                  0.875,                      1,                0.47782,             1.1852e-05,             1.1852e-05,             1.1852e-05
