                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.00575,                0.99507,                      1,                0.31785,             0.00021449,             0.00021449,             0.00021449
                    108,                0.00195,                0.99507,                      1,                0.31785,             0.00020977,             0.00020977,             0.00020977
                    109,                 0.0036,                0.99507,                      1,                0.31793,             0.00020506,             0.00020506,             0.00020506
                    110,                0.00301,                0.99507,                      1,                0.31778,             0.00020035,             0.00020035,             0.00020035
                    111,                0.00126,                0.99507,                      1,                0.31777,             0.00019564,             0.00019564,             0.00019564
                    112,                0.01373,                0.99507,                      1,                0.31777,             0.00019092,             0.00019092,             0.00019092
                    113,                0.00516,                0.99507,                      1,                0.31775,             0.00018621,             0.00018621,             0.00018621
                    114,                0.00609,                0.99507,                      1,                0.31773,              0.0001815,              0.0001815,              0.0001815
                    115,                 0.0037,                0.99507,                      1,                0.31774,             0.00017679,             0.00017679,             0.00017679
                    116,                0.01975,                0.99507,                      1,                0.31774,             0.00017207,             0.00017207,             0.00017207
                    117,                 0.0054,                0.99507,                      1,                0.31775,             0.00016736,             0.00016736,             0.00016736
                    118,                 0.0015,                0.99507,                      1,                0.31777,             0.00016265,             0.00016265,             0.00016265
                    119,                0.00145,                0.99507,                      1,                0.31784,             0.00015794,             0.00015794,             0.00015794
                    120,                0.00265,                0.99507,                      1,                0.32628,             0.00015322,             0.00015322,             0.00015322
                    121,                0.00127,                0.99507,                      1,                0.31776,             0.00014851,             0.00014851,             0.00014851
                    122,                0.00215,                0.99507,                      1,                0.31775,              0.0001438,              0.0001438,              0.0001438
                    123,                0.00384,                0.99507,                      1,                0.31774,             0.00013909,             0.00013909,             0.00013909
                    124,                0.00398,                0.99507,                      1,                0.31774,             0.00013437,             0.00013437,             0.00013437
                    125,                0.00207,                0.99507,                      1,                0.31773,             0.00012966,             0.00012966,             0.00012966
                    126,                 0.0047,                0.99507,                      1,                0.31773,             0.00012495,             0.00012495,             0.00012495
                    127,                0.00141,                0.99507,                      1,                0.31773,             0.00012024,             0.00012024,             0.00012024
                    128,                 0.0009,                0.99507,                      1,                0.31773,             0.00011553,             0.00011553,             0.00011553
                    129,                0.00086,                0.99507,                      1,                0.31773,             0.00011081,             0.00011081,             0.00011081
                    130,                0.00363,                0.99507,                      1,                0.31773,              0.0001061,              0.0001061,              0.0001061
                    131,                0.01457,                0.99507,                      1,                0.31773,             0.00010139,             0.00010139,             0.00010139
                    132,                0.00072,                0.99507,                      1,                0.31773,             9.6676e-05,             9.6676e-05,             9.6676e-05
                    133,                0.00251,                0.99507,                      1,                0.31773,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    134,                0.00292,                0.99507,                      1,                0.31773,             8.7251e-05,             8.7251e-05,             8.7251e-05
                    135,                0.00635,                0.99507,                      1,                0.31773,             8.2538e-05,             8.2538e-05,             8.2538e-05
                    136,                0.00074,                0.99507,                      1,                0.31773,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    137,                0.00262,                0.99507,                      1,                0.31773,             7.3114e-05,             7.3114e-05,             7.3114e-05
                    138,                0.00054,                0.99507,                      1,                0.31773,             6.8401e-05,             6.8401e-05,             6.8401e-05
                    139,                0.00697,                0.99507,                      1,                0.31774,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    140,                0.00222,                0.99507,                      1,                0.31775,             5.8976e-05,             5.8976e-05,             5.8976e-05
                    141,                0.00066,                0.99507,                      1,                0.31775,             5.4264e-05,             5.4264e-05,             5.4264e-05
                    142,                0.00031,                0.99507,                      1,                0.31775,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    143,                0.00074,                0.99507,                      1,                0.31774,             4.4839e-05,             4.4839e-05,             4.4839e-05
                    144,                0.00128,                0.99507,                      1,                0.31774,             4.0127e-05,             4.0127e-05,             4.0127e-05
                    145,                0.00086,                0.99507,                      1,                0.31774,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    146,                0.00385,                0.99507,                      1,                0.31774,             3.0702e-05,             3.0702e-05,             3.0702e-05
                    147,                0.01467,                0.99507,                      1,                0.31774,              2.599e-05,              2.599e-05,              2.599e-05
                    148,                0.00111,                0.99507,                      1,                0.31774,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    149,                0.00182,                0.99507,                      1,                0.31774,             1.6565e-05,             1.6565e-05,             1.6565e-05
                    150,                 0.0028,                0.99507,                      1,                0.31774,             1.1852e-05,             1.1852e-05,             1.1852e-05
